KO	pval	FoldEnrichment	genes	size	cluster
Nucleotide excision repair	0	4.42383550146874	K01972---E6.5.1.2, ligA, ligB; DNA ligase (NAD+) [EC:6.5.1.2]|K03657---uvrD, pcrA; DNA helicase II / ATP-dependent DNA helicase PcrA [EC:3.6.4.12]|K03723---mfd; transcription-repair coupling factor (superfamily II helicase) [EC:3.6.4.-]|K10843---ERCC3, XPB; DNA excision repair protein ERCC-3 [EC:3.6.4.12]|K03657---uvrD, pcrA; DNA helicase II / ATP-dependent DNA helicase PcrA [EC:3.6.4.12]|K02335---polA; DNA polymerase I [EC:2.7.7.7]|K03657---uvrD, pcrA; DNA helicase II / ATP-dependent DNA helicase PcrA [EC:3.6.4.12]|K03703---uvrC; excinuclease ABC subunit C|K03701---uvrA; excinuclease ABC subunit A	9	nonDEG_nonPA
One carbon pool by folate	0	11.7968946705833	K00605---gcvT, AMT; aminomethyltransferase [EC:2.1.2.10]|K01934---MTHFS; 5-formyltetrahydrofolate cyclo-ligase [EC:6.3.3.2]|K01491---folD; methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9]|K00600---glyA, SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1]|K00602---purH; phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10]|K00604---MTFMT, fmt; methionyl-tRNA formyltransferase [EC:2.1.2.9]|K00560---thyA, TYMS; thymidylate synthase [EC:2.1.1.45]|K00287---DHFR, folA; dihydrofolate reductase [EC:1.5.1.3]	8	nonDEG_nonPA
Other glycan degradation	0	3.68652958455728	K12373---HEXA_B; hexosaminidase [EC:3.2.1.52]|K01201---GBA, srfJ; glucosylceramidase [EC:3.2.1.45]|K01190---lacZ; beta-galactosidase [EC:3.2.1.23]|K01190---lacZ; beta-galactosidase [EC:3.2.1.23]|K15923---AXY8, FUC95A, afcA; alpha-L-fucosidase 2 [EC:3.2.1.51]	5	nonDEG_nonPA
Oxidative phosphorylation	0	9.83074555881942	K03885---ndh; NADH dehydrogenase [EC:1.6.99.3]|K00937---ppk; polyphosphate kinase [EC:2.7.4.1]|K22468---ppk2; polyphosphate kinase [EC:2.7.4.1]|K00240---sdhB, frdB; succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]|K00242---sdhD, frdD; succinate dehydrogenase / fumarate reductase, membrane anchor subunit|K00241---sdhC, frdC; succinate dehydrogenase / fumarate reductase, cytochrome b subunit|K02108---ATPF0A, atpB; F-type H+-transporting ATPase subunit a|K02113---ATPF1D, atpH; F-type H+-transporting ATPase subunit delta|K02111---ATPF1A, atpA; F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1]|K02115---ATPF1G, atpG; F-type H+-transporting ATPase subunit gamma|K02112---ATPF1B, atpD; F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1]|K02114---ATPF1E, atpC; F-type H+-transporting ATPase subunit epsilon|K02275---coxB, ctaC; cytochrome c oxidase subunit II [EC:1.9.3.1]|K02274---coxA, ctaD; cytochrome c oxidase subunit I [EC:1.9.3.1]|K00412---CYTB, petB; ubiquinol-cytochrome c reductase cytochrome b subunit|K00406---ccoP; cytochrome c oxidase cbb3-type subunit III|K02259---COX15, ctaA; cytochrome c oxidase assembly protein subunit 15|K02257---COX10, ctaB, cyoE; heme o synthase [EC:2.5.1.141]|K00426---cydB; cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7]|K00425---cydA; cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7]	20	nonDEG_nonPA
Pathways in cancer	0	2.45768638970485	K01679---E4.2.1.2B, fumC, FH; fumarate hydratase, class II [EC:4.2.1.2]|K00355---NQO1; NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]|K00355---NQO1; NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]|K00355---NQO1; NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]|K01679---E4.2.1.2B, fumC, FH; fumarate hydratase, class II [EC:4.2.1.2]	5	nonDEG_nonPA
Pentose phosphate pathway	0	28.0176248426353	K01808---rpiB; ribose 5-phosphate isomerase B [EC:5.3.1.6]|K00090---ghrB; glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215]|K02446---glpX; fructose-1,6-bisphosphatase II [EC:3.1.3.11]|K01624---FBA, fbaA; fructose-bisphosphate aldolase, class II [EC:4.1.2.13]|K00033---PGD, gnd, gntZ; 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]|K00948---PRPS, prsA; ribose-phosphate pyrophosphokinase [EC:2.7.6.1]|K07404---pgl; 6-phosphogluconolactonase [EC:3.1.1.31]|K01625---eda; 2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42]|K00874---kdgK; 2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]|K01835---pgm; phosphoglucomutase [EC:5.4.2.2]|K01619---deoC, DERA; deoxyribose-phosphate aldolase [EC:4.1.2.4]|K01624---FBA, fbaA; fructose-bisphosphate aldolase, class II [EC:4.1.2.13]|K01835---pgm; phosphoglucomutase [EC:5.4.2.2]|K00615---E2.2.1.1, tktA, tktB; transketolase [EC:2.2.1.1]|K00036---G6PD, zwf; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]|K01057---PGLS, pgl, devB; 6-phosphogluconolactonase [EC:3.1.1.31]|K01783---rpe, RPE; ribulose-phosphate 3-epimerase [EC:5.1.3.1]|K01621---xfp, xpk; xylulose-5-phosphate/fructose-6-phosphate phosphoketolase [EC:4.1.2.9 4.1.2.22]|K06151---E1.1.99.3A; gluconate 2-dehydrogenase alpha chain [EC:1.1.99.3]	19	nonDEG_nonPA
Peptidases [BR:ko01002]	0	54.5606378514478	K01358---clpP, CLPP; ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]|K01256---pepN; aminopeptidase N [EC:3.4.11.2]|K03100---lepB; signal peptidase I [EC:3.4.21.89]|K04771---degP, htrA; serine protease Do [EC:3.4.21.107]|K01262---pepP; Xaa-Pro aminopeptidase [EC:3.4.11.9]|K02654---pilD, pppA; leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-]|K14645---K14645; serine protease [EC:3.4.21.-]|K00820---glmS, GFPT; glucosamine---fructose-6-phosphate aminotransferase (isomerizing) [EC:2.6.1.16]|K01262---pepP; Xaa-Pro aminopeptidase [EC:3.4.11.9]|K13694---mepS, spr; murein DD-endopeptidase / murein LD-carboxypeptidase [EC:3.4.-.- 3.4.17.13]|K00764---purF, PPAT; amidophosphoribosyltransferase [EC:2.4.2.14]|K01259---pip; proline iminopeptidase [EC:3.4.11.5]|K07010---K07010; putative glutamine amidotransferase|K01951---guaA, GMPS; GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2]|K03100---lepB; signal peptidase I [EC:3.4.21.89]|K01451---hipO; hippurate hydrolase [EC:3.5.1.32]|K07284---srtA; sortase A [EC:3.4.22.70]|K05520---pfpI; protease I [EC:3.5.1.124]|K01267---DNPEP; aspartyl aminopeptidase [EC:3.4.11.21]|K01262---pepP; Xaa-Pro aminopeptidase [EC:3.4.11.9]|K03568---tldD; TldD protein|K00265---gltB; glutamate synthase (NADPH) large chain [EC:1.4.1.13]|K04771---degP, htrA; serine protease Do [EC:3.4.21.107]|K07010---K07010; putative glutamine amidotransferase|K11749---rseP; regulator of sigma E protease [EC:3.4.24.-]|K01400---nprE; bacillolysin [EC:3.4.24.28]|K07263---pqqL; zinc protease [EC:3.4.24.-]|K01356---lexA; repressor LexA [EC:3.4.21.88]|K13694---mepS, spr; murein DD-endopeptidase / murein LD-carboxypeptidase [EC:3.4.-.- 3.4.17.13]|K01259---pip; proline iminopeptidase [EC:3.4.11.5]|K01265---map; methionyl aminopeptidase [EC:3.4.11.18]|K01451---hipO; hippurate hydrolase [EC:3.5.1.32]|K03101---lspA; signal peptidase II [EC:3.4.23.36]|K07262---pbpG; serine-type D-Ala-D-Ala endopeptidase (penicillin-binding protein 7) [EC:3.4.21.-]|K00265---gltB; glutamate synthase (NADPH) large chain [EC:1.4.1.13]|K01255---CARP, pepA; leucyl aminopeptidase [EC:3.4.11.1]|K01265---map; methionyl aminopeptidase [EC:3.4.11.18]	37	nonDEG_nonPA
Peptidoglycan biosynthesis	0	5.0136802349979	K01921---ddl; D-alanine-D-alanine ligase [EC:6.3.2.4]|K00790---murA; UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]|K19302---bcrC; undecaprenyl-diphosphatase [EC:3.6.1.27]|K19302---bcrC; undecaprenyl-diphosphatase [EC:3.6.1.27]|K19302---bcrC; undecaprenyl-diphosphatase [EC:3.6.1.27]|K00075---murB; UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]|K19302---bcrC; undecaprenyl-diphosphatase [EC:3.6.1.27]|K19302---bcrC; undecaprenyl-diphosphatase [EC:3.6.1.27]|K05365---mrcB; penicillin-binding protein 1B [EC:2.4.1.129 3.4.16.4]|K01928---murE; UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13]|K01929---murF; UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [EC:6.3.2.10]|K01000---mraY; phospho-N-acetylmuramoyl-pentapeptide-transferase [EC:2.7.8.13]|K01925---murD; UDP-N-acetylmuramoylalanine--D-glutamate ligase [EC:6.3.2.9]|K02563---murG; UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [EC:2.4.1.227]|K01924---murC; UDP-N-acetylmuramate--alanine ligase [EC:6.3.2.8]|K06153---bacA; undecaprenyl-diphosphatase [EC:3.6.1.27]|K19302---bcrC; undecaprenyl-diphosphatase [EC:3.6.1.27]	17	nonDEG_nonPA
Phenylalanine metabolism	0	14.7461183382291	K01451---hipO; hippurate hydrolase [EC:3.5.1.32]|K01426---E3.5.1.4, amiE; amidase [EC:3.5.1.4]|K01692---paaF, echA; enoyl-CoA hydratase [EC:4.2.1.17]|K00074---paaH, hbd, fadB, mmgB; 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]|K01692---paaF, echA; enoyl-CoA hydratase [EC:4.2.1.17]|K00274---MAO, aofH; monoamine oxidase [EC:1.4.3.4]|K01451---hipO; hippurate hydrolase [EC:3.5.1.32]|K02612---paaD; ring-1,2-phenylacetyl-CoA epoxidase subunit PaaD|K05710---hcaC; 3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin component|K02614---paaI; acyl-CoA thioesterase [EC:3.1.2.-]	10	nonDEG_nonPA
Phenylalanine, tyrosine and tryptophan biosynthesis	0	11.7968946705833	K00800---aroA; 3-phosphoshikimate 1-carboxyvinyltransferase [EC:2.5.1.19]|K01626---E2.5.1.54, aroF, aroG, aroH; 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]|K00766---trpD; anthranilate phosphoribosyltransferase [EC:2.4.2.18]|K01695---trpA; tryptophan synthase alpha chain [EC:4.2.1.20]|K01609---trpC; indole-3-glycerol phosphate synthase [EC:4.1.1.48]|K03786---aroQ, qutE; 3-dehydroquinate dehydratase II [EC:4.2.1.10]|K00891---E2.7.1.71, aroK, aroL; shikimate kinase [EC:2.7.1.71]|K01657---trpE; anthranilate synthase component I [EC:4.1.3.27]	8	nonDEG_nonPA
Photosynthesis	0	8.84767100293747	K02108---ATPF0A, atpB; F-type H+-transporting ATPase subunit a|K02113---ATPF1D, atpH; F-type H+-transporting ATPase subunit delta|K02111---ATPF1A, atpA; F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1]|K02115---ATPF1G, atpG; F-type H+-transporting ATPase subunit gamma|K02112---ATPF1B, atpD; F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1]|K02114---ATPF1E, atpC; F-type H+-transporting ATPase subunit epsilon	6	nonDEG_nonPA
Photosynthesis proteins [BR:ko00194]	0	2.21191775073437	K02108---ATPF0A, atpB; F-type H+-transporting ATPase subunit a|K02113---ATPF1D, atpH; F-type H+-transporting ATPase subunit delta|K02111---ATPF1A, atpA; F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1]|K02115---ATPF1G, atpG; F-type H+-transporting ATPase subunit gamma|K02112---ATPF1B, atpD; F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1]|K02114---ATPF1E, atpC; F-type H+-transporting ATPase subunit epsilon	6	nonDEG_nonPA
Porphyrin and chlorophyll metabolism	0	7.37305916911456	K01885---EARS, gltX; glutamyl-tRNA synthetase [EC:6.1.1.17]|K02226---cobC, phpB; alpha-ribazole phosphatase [EC:3.1.3.73]|K02226---cobC, phpB; alpha-ribazole phosphatase [EC:3.1.3.73]|K01845---hemL; glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]|K01719---hemD, UROS; uroporphyrinogen-III synthase [EC:4.2.1.75]|K01772---hemH, FECH; protoporphyrin/coproporphyrin ferrochelatase [EC:4.99.1.1 4.99.1.9]|K00435---hemQ; Fe-coproporphyrin III decarboxylase [EC:1.11.1.-]|K00231---PPOX, hemY; protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15]|K01599---hemE, UROD; uroporphyrinogen decarboxylase [EC:4.1.1.37]|K02492---hemA; glutamyl-tRNA reductase [EC:1.2.1.70]|K02234---cobW; cobalamin biosynthesis protein CobW|K02259---COX15, ctaA; cytochrome c oxidase assembly protein subunit 15|K02257---COX10, ctaB, cyoE; heme o synthase [EC:2.5.1.141]|K02226---cobC, phpB; alpha-ribazole phosphatase [EC:3.1.3.73]|K02232---cobQ, cbiP; adenosylcobyric acid synthase [EC:6.3.5.10]	15	nonDEG_nonPA
PPAR signaling pathway	0	11.7968946705833	K00864---glpK, GK; glycerol kinase [EC:2.7.1.30]|K00232---E1.3.3.6, ACOX1, ACOX3; acyl-CoA oxidase [EC:1.3.3.6]|K01897---ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]|K01897---ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]|K00864---glpK, GK; glycerol kinase [EC:2.7.1.30]|K01596---E4.1.1.32, pckA, PCK; phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32]|K00864---glpK, GK; glycerol kinase [EC:2.7.1.30]|K01897---ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]	8	nonDEG_nonPA
Prenyltransferases [BR:ko01006]	0	8.84767100293747	K00806---uppS; undecaprenyl diphosphate synthase [EC:2.5.1.31]|K02523---ispB; octaprenyl-diphosphate synthase [EC:2.5.1.90]|K02548---menA; 1,4-dihydroxy-2-naphthoate polyprenyltransferase [EC:2.5.1.74]|K00791---miaA, TRIT1; tRNA dimethylallyltransferase [EC:2.5.1.75]|K13787---idsA; geranylgeranyl diphosphate synthase, type I [EC:2.5.1.1 2.5.1.10 2.5.1.29]|K02257---COX10, ctaB, cyoE; heme o synthase [EC:2.5.1.141]	6	nonDEG_nonPA
Prodigiosin biosynthesis	0	7.37305916911456	K00059---fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]|K00059---fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]|K00059---fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]|K00059---fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]|K00059---fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]|K00059---fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]|K00059---fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]|K00059---fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]|K00059---fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]|K00645---fabD; [acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]	10	nonDEG_nonPA
Prokaryotic defense system [BR:ko02048]	0	3.93229822352777	K04487---iscS, NFS1; cysteine desulfurase [EC:2.8.1.7]|K03973---pspC; phage shock protein C|K01885---EARS, gltX; glutamyl-tRNA synthetase [EC:6.1.1.17]|K07451---mcrA; 5-methylcytosine-specific restriction enzyme A [EC:3.1.21.-]|K07154---hipA; serine/threonine-protein kinase HipA [EC:2.7.11.1]|K03973---pspC; phage shock protein C|K00571---E2.1.1.72; site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]|K03531---ftsZ; cell division protein FtsZ	8	nonDEG_nonPA
Propanoate metabolism	0	13.2715065044062	K01902---sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]|K01903---sucC; succinyl-CoA synthetase beta subunit [EC:6.2.1.5]|K07250---gabT; 4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase / 5-aminovalerate transaminase [EC:2.6.1.19 2.6.1.22 2.6.1.48]|K01895---ACSS, acs; acetyl-CoA synthetase [EC:6.2.1.1]|K00626---E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]|K00626---E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]|K01692---paaF, echA; enoyl-CoA hydratase [EC:4.2.1.17]|K00382---DLD, lpd, pdhD; dihydrolipoamide dehydrogenase [EC:1.8.1.4]|K01961---accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]|K00382---DLD, lpd, pdhD; dihydrolipoamide dehydrogenase [EC:1.8.1.4]|K07250---gabT; 4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase / 5-aminovalerate transaminase [EC:2.6.1.19 2.6.1.22 2.6.1.48]|K01961---accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]|K03417---prpB; methylisocitrate lyase [EC:4.1.3.30]|K01720---prpD; 2-methylcitrate dehydratase [EC:4.2.1.79]|K01692---paaF, echA; enoyl-CoA hydratase [EC:4.2.1.17]|K00626---E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]|K00382---DLD, lpd, pdhD; dihydrolipoamide dehydrogenase [EC:1.8.1.4]|K00925---ackA; acetate kinase [EC:2.7.2.1]	18	nonDEG_nonPA
Proteasome [BR:ko03051]	0	4.42383550146874	K13573---pafC; proteasome accessory factor C|K13573---pafC; proteasome accessory factor C|K13573---pafC; proteasome accessory factor C|K13573---pafC; proteasome accessory factor C|K13573---pafC; proteasome accessory factor C|K13573---pafC; proteasome accessory factor C	6	nonDEG_nonPA
Protein kinases [BR:ko01001]	0	3.24414603441041	K07674---narQ; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ [EC:2.7.13.3]|K07636---phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]|K07636---phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]|K07674---narQ; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ [EC:2.7.13.3]|K12132---prkC, stkP; eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]|K16692---etk-wzc; tyrosine-protein kinase Etk/Wzc [EC:2.7.10.-]|K07700---dpiB, citA; two-component system, CitB family, cit operon sensor histidine kinase CitA [EC:2.7.13.3]|K07674---narQ; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ [EC:2.7.13.3]|K07636---phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]|K07636---phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]|K07674---narQ; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ [EC:2.7.13.3]|K07674---narQ; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ [EC:2.7.13.3]|K07674---narQ; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ [EC:2.7.13.3]|K07674---narQ; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ [EC:2.7.13.3]|K07674---narQ; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ [EC:2.7.13.3]|K07154---hipA; serine/threonine-protein kinase HipA [EC:2.7.11.1]|K12132---prkC, stkP; eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]|K07674---narQ; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ [EC:2.7.13.3]|K12132---prkC, stkP; eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]|K07636---phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]|K07636---phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]|K00936---pdtaS; two-component system, sensor histidine kinase PdtaS [EC:2.7.13.3]|K07674---narQ; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ [EC:2.7.13.3]|K07636---phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]|K07674---narQ; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ [EC:2.7.13.3]|K07636---phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]|K12132---prkC, stkP; eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]|K07636---phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]|K07674---narQ; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ [EC:2.7.13.3]|K12132---prkC, stkP; eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]|K12132---prkC, stkP; eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]|K07636---phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]|K07674---narQ; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ [EC:2.7.13.3]	33	nonDEG_nonPA
Purine metabolism	0	6.95174150230801	K02428---rdgB; XTP/dITP diphosphohydrolase [EC:3.6.1.66]|K04765---mazG; nucleoside triphosphate diphosphatase [EC:3.6.1.9]|K00948---PRPS, prsA; ribose-phosphate pyrophosphokinase [EC:2.7.6.1]|K00526---E1.17.4.1B, nrdB, nrdF; ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]|K00525---E1.17.4.1A, nrdA, nrdE; ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]|K00602---purH; phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10]|K01119---cpdB; 2,3-cyclic-nucleotide 2-phosphodiesterase / 3-nucleotidase [EC:3.1.4.16 3.1.3.6]|K00760---hprT, hpt, HPRT1; hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]|K00764---purF, PPAT; amidophosphoribosyltransferase [EC:2.4.2.14]|K01933---purM; phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.3.1]|K01945---purD; phosphoribosylamine---glycine ligase [EC:6.3.4.13]|K01923---purC; phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6]|K01939---purA, ADSS; adenylosuccinate synthase [EC:6.3.4.4]|K01768---E4.6.1.1; adenylate cyclase [EC:4.6.1.1]|K01951---guaA, GMPS; GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2]|K00759---APRT, apt; adenine phosphoribosyltransferase [EC:2.4.2.7]|K01515---nudF; ADP-ribose pyrophosphatase [EC:3.6.1.13]|K01129---dgt; dGTPase [EC:3.1.5.1]|K01756---purB, ADSL; adenylosuccinate lyase [EC:4.3.2.2]|K01835---pgm; phosphoglucomutase [EC:5.4.2.2]|K03783---punA, PNP; purine-nucleoside phosphorylase [EC:2.4.2.1]|K01589---purK; 5-(carboxyamino)imidazole ribonucleotide synthase [EC:6.3.4.18]|K01588---purE; 5-(carboxyamino)imidazole ribonucleotide mutase [EC:5.4.99.18]|K00088---IMPDH, guaB; IMP dehydrogenase [EC:1.1.1.205]|K00769---gpt; xanthine phosphoribosyltransferase [EC:2.4.2.22]|K03651---cpdA; 3,5-cyclic-AMP phosphodiesterase [EC:3.1.4.53]|K09913---ppnP; purine/pyrimidine-nucleoside phosphorylase [EC:2.4.2.1 2.4.2.2]|K01835---pgm; phosphoglucomutase [EC:5.4.2.2]|K01515---nudF; ADP-ribose pyrophosphatase [EC:3.6.1.13]|K00873---PK, pyk; pyruvate kinase [EC:2.7.1.40]|K00942---E2.7.4.8, gmk; guanylate kinase [EC:2.7.4.8]|K19710---E2.7.7.53; ATP adenylyltransferase [EC:2.7.7.53]|K01129---dgt; dGTPase [EC:3.1.5.1]	33	nonDEG_nonPA
Pyrimidine metabolism	0	29.4922366764582	K04765---mazG; nucleoside triphosphate diphosphatase [EC:3.6.1.9]|K00526---E1.17.4.1B, nrdB, nrdF; ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]|K00525---E1.17.4.1A, nrdA, nrdE; ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]|K00943---tmk, DTYMK; dTMP kinase [EC:2.7.4.9]|K01119---cpdB; 2,3-cyclic-nucleotide 2-phosphodiesterase / 3-nucleotidase [EC:3.1.4.16 3.1.3.6]|K00762---pyrE; orotate phosphoribosyltransferase [EC:2.4.2.10]|K01494---dcd; dCTP deaminase [EC:3.5.4.13]|K01489---cdd, CDA; cytidine deaminase [EC:3.5.4.5]|K00758---deoA, TYMP; thymidine phosphorylase [EC:2.4.2.4]|K03783---punA, PNP; purine-nucleoside phosphorylase [EC:2.4.2.1]|K00761---upp, UPRT; uracil phosphoribosyltransferase [EC:2.4.2.9]|K09913---ppnP; purine/pyrimidine-nucleoside phosphorylase [EC:2.4.2.1 2.4.2.2]|K00945---cmk; CMP/dCMP kinase [EC:2.7.4.25]|K00857---tdk, TK; thymidine kinase [EC:2.7.1.21]|K00254---DHODH, pyrD; dihydroorotate dehydrogenase [EC:1.3.5.2]|K01956---carA, CPA1; carbamoyl-phosphate synthase small subunit [EC:6.3.5.5]|K01465---URA4, pyrC; dihydroorotase [EC:3.5.2.3]|K02825---pyrR; pyrimidine operon attenuation protein / uracil phosphoribosyltransferase [EC:2.4.2.9]|K01520---dut, DUT; dUTP pyrophosphatase [EC:3.6.1.23]|K00560---thyA, TYMS; thymidylate synthase [EC:2.1.1.45]	20	nonDEG_nonPA
